Branche,Company_Name,Adresse,PLZ,Ort,Land,Telefon,Email,Website,Anrede,Vorname,Name,Title,Mitglied,Facebook,Twitter,Youtube,Linkedin,Instagram,Company Description
Verpackung,M. Plastic-Pack SA,Via Linoleum 11,6512,Giubiasco,Schweiz,+41 91 820 30 50,info@mplastic.ch,mplastic.ch,,,,,,,,,,,La M.Plastic-Pack SA acquista i propri prodotti e materiali presso diverse ditte di fabbricazione a livello mondiale che sottostanno obbligatoriamente alle norme europee di certifi,https://www.persoenlich.com/marktplatz/m-plastic-pack-sa-giubiasco
Werbeagenturen,m.a.d. brand care branding & brand management,Westquaistrasse 60,4057,Basel,Schweiz,+41 61 387 11 11,info@brandcareservice.com,brandcareservice.com,Mr.,D.,Staub,,,,,,,,"brand care service vermittelt, begleitet und koordiniert Full Service Leistungen für die Kommunikation und Pflege von Unternehmens-, Produkt- undoder Dienstleistungsmarken.",https://www.persoenlich.com/marktplatz/m-a-d-brand-care-branding-brand-management-basel
Markt-/Meinungsforscher,M.I.S. Trend SA,Pont Bessières 3,1005,Lausanne,Schweiz,+41 21 320 95 03,info@mistrend.ch,mistrend.ch,Mr.,Christoph,Müller,,,,,,,,"WIR sind ein full-service-Institut und bieten schweizweit unsere Dienstleistungen in den folgenden Bereichen an: Umfragen, Marktforschung, Sozialforschung",https://www.persoenlich.com/marktplatz/m-i-s-trend-sa-lausanne
Eventtechniken,M&R Multimedia Productions GmbH,Industriestrasse 111,4147,Aesch,Schweiz,+41 61 463 02 02,info@audiorentclair.com,audiorentclair.com,Mr.,Toni,Scherrer,,,,,,,,M&R Multimedia Productions GmbH ist ein Dienstleistungsunternehmen im Beriech moderner Medientechnik,https://www.persoenlich.com/marktplatz/m-r-multimedia-productions-gmbh-aesch
Werbeartikel,m+b trading gmbh,Güterstrasse 6,4402,Frenkendorf,Schweiz,+41 61 901 83 43,,,,,,,,,,,,,"Die m+b trading gmbh ist seit über 16 Jahren Gesamtanbieter für Give Aways, Werbeartikel, Werbemittel, Werbegeschenke, Firmengeschenke, Streuartikel etc. und verfügt über ein s",https://www.persoenlich.com/marktplatz/m-b-trading-gmbh-frenkendorf
Eventlocations,MAAG Music & Arts AG,Hardstrasse 219,8005,Zürich,Schweiz,+41 44 444 26 26,manuel.voit@bymaag.ch,bymaag.ch,Mr.,Manuel,Voit,,,,,,,,"Hier erfahren Sie alles über die aktuellen Shows, Konzerte und Parties, sowie über die Miete der sechs Räumlichkeiten.",https://www.persoenlich.com/marktplatz/maag-music-arts-ag-zurich-1
Adressen-Agenturen,MAC direct services GmbH,Ebnetstrasse 7,6043,Adligenswil,Schweiz,+41 41 370 81 28,werner.urs.mueller@mac-direct.ch,mac-direct.ch,Mr.,Urs,Müller,,,,,,,,directmarketing information services - Dienstleistungen rund um die Adresse.,https://www.persoenlich.com/marktplatz/mac-direct-services-gmbh-adligenswil-1
Public Relations Agenturen,MACH AG - Corporate & Werbung,Rütistrasse 3a,5400,Baden,Schweiz,+41 56 204 01 20,info@machbaden.ch,machbaden.ch,Mr.,Dano,Dreyer,,,,,,,,"Als inhabergeführte Kommunikationsagentur tun wir alles, damit Ihre Marken und Produkte überzeugen.",https://www.persoenlich.com/marktplatz/mach-ag-corporate-werbung-baden
Druckvorstufe,MADAG Printing Systems AG,Brunaustrasse 185,8951,Fahrweid,Schweiz,+41 43 322 99 00,info@madag.ch,madag.ch,Mr.,Vincenzo,Napolitano,,,,,,,,"Ob in der Verpackungs- oder Maschinenindustrie, Automobil- oder Medizinalbranche: Madag Printing Systems ist Ihr kompetenter Partner und bietet für jede Herausforderung eine bedü",https://www.persoenlich.com/marktplatz/madag-printing-systems-ag-fahrweid
Marketing-Agenturen,Made Marketing,Seestrasse 37,8002,Zürich,Schweiz,+41 44 480 02 81,info@mademarketing.ch,mademarketing.ch,Mr.,Cristian,Conde,Partner,,,,,,,"Wir entwickeln Aktivierungen fürs Live-Marketing
Wir sind Spezialisten in Konzeption, Game-Entwicklung, Engineering, Konstruktion, Bau, Logistik und Szenografie.",https://www.persoenlich.com/marktplatz/made-marketing-zurich
Werbeartikel,maestrani Schweizer Schokoladen AG,Toggenburgerstrasse 41,9230,Flawil,Schweiz,+41 71 228 38 11,,,Ms.,Sandra,Rütsche,,,,,,,,"Wir sind leidenschaftliche Chocolatiers, die täglich Gross und Klein mit süssen Köstlichkeiten erfreuen.",https://www.persoenlich.com/marktplatz/maestrani-schweizer-schokoladen-ag-flawil
Eventmanagement,Magic Marketing GmbH,Sennweidstrasse 46,6312,Steinhausen,Schweiz,+41 61 711 48 88,info@magicmarketinginc.com,magicmarketinginc.com,Mr.,Lonnie,Fore,,,,,,,,"Digital marketing services that WORK. Our digital strategies drive traffic, boost conversions and increase sales.",https://www.persoenlich.com/marktplatz/magic-marketing-gmbh-steinhausen
Konferenz-/Seminarhotels,Maiensässhotel Guarda Val,Voa Sporz 85,7078,Sporz,Schweiz,081 385 85 85,hotel@guardaval.ch,guardaval.ch,Mr.,Ralph,Treuthardt,,,,,,,,"Unser Guarda Val ist Ihr einzigartiges Maiensässhotel, das sich auf elf bis zu 300 Jahre alte Hütten und Ställe verteilt. Im Weiler Sporz, direkt oberhalb der Lenzerheide auf 16",https://www.persoenlich.com/marktplatz/maiensasshotel-guarda-val-sporz
Lettershop/Fulfillment,MailTec AG,Auenstrasse 10,8600,Dübendorf,Schweiz,+41 44 821 82 72,info@mailtec.ch,mailtec.ch,,,,,,,,,,,"Die MailTec AG ist eine unabhängige Produktionsagentur, die auf den Einkauf und den Druck von Werbe-mitteln und die Produktion von Mailings spezialisiert ist.",https://www.persoenlich.com/marktplatz/mailtec-ag-dubendorf
Marketing-Agenturen,MAISON DES CHEFS - Erlebnis Schweizer Spitzengastronomie,Baslerstrasse 30,8048,Zürich,Schweiz,+41 44 40 0 45 40,Martina.Anderberg@maisondeschefs.ch,maisondeschefs.ch,Ms.,Martina,Anderberg,"Co-Founder, Agenturleitung",,,,,,,"Wir sind Partner von Strategie- und Markenberatern, Unternehmen und HR. Für Werte, Innovation, Transformation.
#hautecuisinecandothis 
#strategie
#markenwerte 
#change 
#innovation
#erlebnis 
#emotion",https://www.persoenlich.com/marktplatz/maison-des-chefs-erlebnis-schweizer-spitzengastronomie-zurich
Werbeagenturen,"Maissen, Meisterhans & Partner AG",Wilfriedstrasse 12,8032,Zürich,Schweiz,044 250 47 11,info@maimei.ch,maimei.ch,Ms.,Meisterhans,Maissen,,,,,,,,"Wir sind eine klassische Full-Service-Werbeagentur. Und noch etliches mehr. Das heisst, wir sind uns für nichts zu schade, solange man uns unseren Job gut machen lässt und die Ch",https://www.persoenlich.com/marktplatz/maissen-meisterhans-partner-ag-zurich
Werbeagenturen,MAKE Medienwerkstatt AG,Am Wasser 55,8049,Zürich,Schweiz,044 882 25 50,kk@make.ch,make.ch,Ms.,Karin,Kurz,,,,,,,,,https://www.persoenlich.com/marktplatz/make-medienwerkstatt-ag-zurich
CI Agenturen,Makoli AG,Bahnhofstrasse 88,5430,Wettingen,Schweiz,+41 56 437 03 17,welcome@makoli.ch,makoli.ch,,,,,,,,,,,"Wir sind Ihr Partner in den Bereichen Corporate Publishing, Medien, Events, Sponsoring und Marketing.",https://www.persoenlich.com/marktplatz/makoli-ag-wettingen-1
Werbebeschriftung,Makro Art AG,Gewerbe Badhus 5,6022,Grosswangen,Schweiz,+41 41 984 11 88,service@makroart.ch,makroart.ch,,,,,,,,,,,Kommunikation grossartig umzusetzen ist unsere Leidenschaft.,https://www.persoenlich.com/marktplatz/makro-art-ag-grosswangen
Aus-/Weiterbildung,Malik Management Zentrum St.Gallen AG,Geltenwilenstrasse 16,9001,St.Gallen,Schweiz,071 274 34 00,,,,,,,,,,,,,Our solutions are unique. And so are the people who work for us. That’s because good people can’t be pigeonholed and we only seek out the best. The networked scientists who wor,https://www.persoenlich.com/marktplatz/malik-management-zentrum-st-gallen-ag-st-gallen
Konferenz-/Seminarhotels,Maloja Palace Hotel,Maloja,7516,Maloja,Schweiz,081 838 20 30,info@malojapalace.com,malojapalace.com,,,,,,,,,,,"Il Maloja Palace, a pochi chilometri da St. Moritz, gode di una natura incontaminata. Costruito nel 1884 dal Conte De Renesse in stile neorinascimentale, sorge all'inizio dell'Enga",https://www.persoenlich.com/marktplatz/maloja-palace-hotel-maloja-1
Cross-Mediales-Marketing,MAN'S WORLD Schweiz AG,Rüdigerstrasse 10,8045,Zürich,Schweiz,+41787030313,daniel.rasumowsky@mansworld.com,mansworld.com,Mr.,Daniel,Rasumowsky,Managing Partner,,,,,,,"Die kuratierte themenübergreifende Erlebnis-Plattform für den berufstätigen kaufkräftigen Mann. Online und offline. In CH, DE und IT.",https://www.persoenlich.com/marktplatz/man-s-world-schweiz-ag-zurich
Unternehmensberatung,Management Support Weiper GmbH,Malzgasse 14,4052,Basel,Schweiz,+41 79 322 59 62,weiper@weiper.ch,weiper.ch,Mr.,Rudolf,Weiper,,,,,,,,"Konstruktiv-Workshops: Einbeziehen, anregen, durchspielen, bewusst machen und anschieben.",https://www.persoenlich.com/marktplatz/management-support-weiper-gmbh-basel
Markt-/Meinungsforscher,management tools ag,Dorfstrasse 53,6375,Beckenried,Schweiz,+41 41 624 99 66,media@management-tools.ch,management-tools.ch,Mr.,Stephan,Wyss,,,,,,,,Wir beraten Sie mit innovativen Tools im Knowledge Management mit Fokus auf Media Monitoring und Market Research.,https://www.persoenlich.com/marktplatz/management-tools-ag-beckenried
Eventmanagement,Management-Fachschule BPIH,Seilerstasse 22,3011,Bern,Schweiz,+41 31 381 55 48,sekretariat@bpih.ch,bpih.ch,,,,,,,,,,,"Wir sind eine Fachschule für Management, Führung und Personalwesen.",https://www.persoenlich.com/marktplatz/management-fachschule-bpih-bern
Buchbinderei,manroland Swiss AG,Schöneich 1,6265,Roggswil,Schweiz,+41 34 447 71 11,jakob.roesti@manroland.ch,manroland.ch,Mr.,Jakob,Roesti,,,,,,,,"Manroland Sheetfed GmbH is a leading global producer of sheetfed offset printing presses and related technologies for commercial, packaging and publishing applications.",https://www.persoenlich.com/marktplatz/manroland-swiss-ag-roggswil
Werbeartikel,Manroof GmbH,Mattengasse 7,8005,Zürich,Schweiz,+41 44 274 15 00,info@manroof.ch,manroof.ch,Mr.,von,Mandach,,,,,,,,"Dass Qualität, Design und Service stimmen müssen, versteht sich von selbst. Erfolgsgeschichten und Weiterempfehlungen unserer Kunden zeigen uns, dass wir auf dem richtigen Weg si",https://www.persoenlich.com/marktplatz/manroof-gmbh-zurich
Eventmanagement,marbet Marion & Bettina Würth GmbH & Co. KG,Churerstrasse 10,9400,Rorschach,Schweiz,+41 44 913 91 02,info@marbet.com,marbet.com,,,,,,,,,,,Live ist mehr als nur dabei. Live ist mittendrin. Nachhaltige Momente. Emotionale Inszenierungen. Und wir machen es möglich.,https://www.persoenlich.com/marktplatz/marbet-marion-bettina-wurth-gmbh-co-kg-rorschach
Werbeartikel,Marc Steiger AG,Christioph Merian-Ring 31a,4153,Reinach,Schweiz,+41 61 717 80 60,info@marcsteiger.ch,marcsteiger.ch,Mr.,Urban,Fäh,,,,,,,,"Die Marc Steiger AG ist ein Schweizer Grosshandelsunternehmen, das im Bereich Souvenir, modischen Accessoires und Sport sämtliche Produkte und Dienstleistungen anbietet, die in di",https://www.persoenlich.com/marktplatz/marc-steiger-ag-reinach-bl
Messefirmen Schweiz,Marcel Meier Expo AG,Erlenstrasse 48,2555,Brügg,Schweiz,+41 32 365 30 33,info@meierexpo.ch,meierexpo.ch,,,,,,,,,,,"Informationen gekonnt umzusetzen, ist stets aufs neue eine Herausforderung.",https://www.persoenlich.com/marktplatz/marcel-meier-expo-ag-brugg
Konferenz-/Seminarhotels,Marina Lachen,Hafenstrasse 4,8853,Lachen,Schweiz,055 451 73 73,welcome@marinalachen.ch,marinalachen.ch,Ms.,Bettina,Römer,,,,,,,,"Marina Lachen ist die Gastronomie- und Erlebnismeile am südlichsten Punkt des Zürichsees. Das 4-Sterne Hotel, drei verschiedene Restaurants sowie eine Bar-Lounge sorgen für ents",https://www.persoenlich.com/marktplatz/marina-lachen-lachen
CI Agenturen,Markenfels AG,Scheuchzerstrasse 83,8006,Zürich,Schweiz,+41 44 360 80 20,contact@markenfels.ch,markenfels.ch,Ms.,Ulrike,Grein,Managing Partner,,,,,,,Markenfels gehört zu den führenden Branding-Agenturen der Schweiz. Mit unserem erfahrenen Team entwickeln wir einzigartige Strategien und Auftritte für namhafte Unternehmen.,https://www.persoenlich.com/marktplatz/markenfels-ag-zurich-2
Werbeagenturen,Markenplan AG,Kindhauserstrasse 8,8604,Volketswil,Schweiz,044 919 81 11,info@markenplan.ch,markenplan.ch,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/markenplan-ag-volketswil
Markt-/Meinungsforscher,Marketagent.com Schweiz AG,Seefeldstrasse 19,8008,Zürich,Schweiz,+41 (0)43 555 06 50,schweiz@marketagent.com,marketagent.com,,Sara,Basile,Office Manager,,,,,,,Als Auftraggeber sind Sie an digitaler Markt- und Meinungsforschung interessiert und wollen Online Studien in Auftrag geben.,https://www.persoenlich.com/marktplatz/marketagent-com-schweiz-ag-zurich
Unternehmensberatung,marketing mobil Toni Gysin,Kirchrainweg 2,6010,Kriens,Schweiz,+41 41 534 04 99,t.gysi@marketing-mobil.ch,marketing-mobil.ch,Mr.,Toni,Gysin,,,,,,,,Marketingmobil - Ihre Marketing-Macher auf Erfolgsbasis,https://www.persoenlich.com/marktplatz/marketing-mobil-toni-gysin-kriens
Online-Marketing-Agenturen,marketing.ch Fairlane Consulting GmbH,Hohlstrasse 192,8004,Zürich,Schweiz,+41 43 322 05 23,info@faces.ch,faces.ch,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/marketing-ch-fairlane-consulting-gmbh-zurich
Messefirmen Schweiz,Marketingfabrik.ch,Spittelgasse 34,5105,Auenstein,Schweiz,+41 62 897 06 44,,,,,,,,,,,,,Marketingfabrik entwickelt für Sie neue Strategien und Konzepte.,https://www.persoenlich.com/marktplatz/marketingfabrik-ch-auenstein
Markt-/Meinungsforscher,MARKETINGOLD AG,Franex 39,1489,Murist,Schweiz,+41 26 665 04 74,daniel.ingold@marketingold.ch,marketingold.ch,Mr.,Daniel,Ingold,,,,,,,,"Dank einer schlanken Struktur, individueller Mandatsbetreuung sowie der Auseinandersetzung mit sich immer verändernden Bedürfnissen bietet Ihnen Marketingold massgeschneiderte un",https://www.persoenlich.com/marktplatz/marketingold-ag-murist
POS-Kommunikation,marketingspot ag,Hagnaustrasse 27,4132,Muttenz,Schweiz,+41 61 338 11 70,info@marketingspot.ch,marketingspot.ch,,,,,,,,,,,"Since 2005 we have been developing and selling products which help you to promote your company, brand or services",https://www.persoenlich.com/marktplatz/marketingspot-ag-muttenz
Online-Marketing-Agenturen,MarketVision AG,Hagenholzstrasse 84,8050,Zürich,Schweiz,+41 44 557 91 91,info@marketvision.ch,marketvision.ch,Mr.,Benjamin,Martin,,,,,,,,"Unsere Dienstleistungen umfassen Web Design von der Planung, über die Umsetzung bis zur Wartung und Mac Computer Support.",https://www.persoenlich.com/marktplatz/marketvision-ag-zurich
Direktmarketing-Experten,Markus Flühmann AG,Industrie Nord 9,5634,Merenschwand,Schweiz,+41 56 675 75 75,info@mailinghouse.ch,mailinghouse.ch,Mr.,Markus,Flühmann,,,,,,,,"Die Firma Mailinghouse in Merenschwand ist spezialisiert auf Lagerlogistik, Order Management und bietet den Kunden einen Lettershop.",https://www.persoenlich.com/marktplatz/markus-fluhmann-ag-merenschwand
Verpackung,maropack ag,Industriestrasse Briseck 4,6144,Zell,Schweiz,+41 41 989 80 30,mail.hp@rommelag.com,rommelag.com,Mr.,Stephan,Gschwind,,,,,,,,Rommelag CMO befüllt für Kunden auf der ganzen Welt über 2 Millionen Behältnisse pro Tag.,https://www.persoenlich.com/marktplatz/maropack-ag-zell
Unternehmensberatung,Marti Partner Architekten und Planer AG,Zweierstrasse 25,8004,Zürich,Schweiz,+41 44 422 51 51,,,Mr.,Thomas,Meier,,,,,,,,Seit 2001 widmen wir uns ausschliesslich unserem Kerngeschäft: der Raumplanung.,https://www.persoenlich.com/marktplatz/marti-partner-architekten-und-planer-ag-zurich
Werbebeschriftung,Martin AG,Schwändistrasse 5,8620,Wetzikon,Schweiz,+41 44 933 55 77,info@martin-reklamen.ch,martin-reklamen.ch,,,,,,,,,,,"Es ist uns ein grosses Anliegen für Sie die optimalste Lösung punkto Design, Materialwahl, Druckverfahren und Kosten zu finden und zu realisieren.",https://www.persoenlich.com/marktplatz/martin-ag-wetzikon-zh
Werbebeschriftung,Marzohl Werbetechnik AG,Mechanikerweg 4,5734,Reinach,Schweiz,+41 62 765 67 89,mail@marzohl.ch,marzohl.ch,,,,,,,,,,,"Die Marzohl Werbetechnik AG ist ein eigenständiges, finanziell unabhängiges Familienunternehmen und zählt heute zu den führenden Schweizer Anbietern für Beschriftungen und Wer",https://www.persoenlich.com/marktplatz/marzohl-werbetechnik-ag-reinach
Aussenwerbung,MASANI's AMBIENT MEDIA AG,,6330,Cham,Schweiz,+41 41 747 33 22,,,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/masani-s-ambient-media-ag-cham
Unternehmensberatung,MASCIADRI - Strategie & Marketing Consulting AG,Schärgummenstrasse 44,3044,Innerberg,Schweiz,+41 31 337 30 30,peter.masciadri@masciadri.ch,masciadri.ch,Mr.,Peter,Masciadri,,,,,,,,"Sie suchen einen ausgewiesenen Spezialisten in Marketing, Strategie, Positionierung etc. mit langjähriger Praxis welcher Ihnen hilft, Ihre Strategie-Prozesse oder Ihre Marketing-P",https://www.persoenlich.com/marktplatz/masciadri-strategie-marketing-consulting-ag-innerberg
Druckerei,Mastra Druck AG,Moosstrasse 14,3322,Urtenen-Schönbühl,Schweiz,+41 31 850 18 50,info@mastra.ch,mastra.ch,,,,,,,,,,,"Schauen Sie sich an, was wir alles in unseren Räumlichkeiten herstellen",https://www.persoenlich.com/marktplatz/mastra-druck-ag-urtenen-schonbuhl
Werbeagenturen,Match Communications GmbH,Förrlibuckstrasse 10,8005,Zürich,Schweiz,+41 44 272 22 00,welcome@matchcom.ch,matchcom.ch,Mr.,,Sennhauser,,,,,,,,"Match Communications: Werbung, Marketing, Fullservice-Agentur. KREATIV. EFFEKTIV. SMART.",https://www.persoenlich.com/marktplatz/match-communications-gmbh-zurich
Messefirmen Schweiz,Mathys SA,11 Chemin Delay,1214,Vernier,Schweiz,+41 22 306 40 00,info@mathys.pro,mathys.pro,,,,,,,,,,,"Mathys SA for the conception, manufacture and global management of your custom designed exhibition stands.",https://www.persoenlich.com/marktplatz/mathys-sa-vernier
Druckvorstufe,Mattenbach AG,Mattenbachstrasse 2,8411,Winterthur,Schweiz,+41 52 234 52 52,office@mattenbach.ch,mattenbach.ch,Mr.,Martin,Wittwer,,,,,,,,Unsere Kundenberaterinnen und -berater erarbeiten mit Ihnen Full-Service-Lösungen und begleiten Sie auf dem Weg von der Idee bis zum Endprodukt.,https://www.persoenlich.com/marktplatz/mattenbach-ag-winterthur
Marketing-Agenturen,Mattenberger Group,"Nordstrasse, 369",8037,Zürich,Schweiz,+41792293029,matthias@mattenberger.com,mattenberger.com,Mr.,Matthias,Mattenberger,Inhaber,,,,,,,"Wir positionieren Unternehmen, Marken und Menschen mit ihren Geschichte fürs Fernsehen, für Imagevideos und den Markt. Geschichten werden immer wichtiger. Vertrauen Sie auf unsere Erfahrung.",https://www.persoenlich.com/marktplatz/mattenberger-group-zurich
Werbeagenturen,Matter Gretener Lesch Communications AG,Sophienstrasse 2,8032,Zürich,Schweiz,044 267 19 19,mail@mglcom.ch,mglcom.ch,Mr.,Daniel,Matter,,,,,,,,Mit dem Prinzip Nudge (von «to nudge»: jemanden sanft in eine bestimmte Richtung schubsen) steigern wir die Effizienz Ihrer Kommunikation.,https://www.persoenlich.com/marktplatz/matter-gretener-lesch-communications-ag-zurich
Aussenwerbung,Maurer + Salzmann AG,Wartstrasse 131,8408,Winterthur,Schweiz,+41 52 222 21 20,info@maurer-salzmann.ch,maurer-salzmann.ch,,,,,,,,,,,Aus der Reklameberatung entwickelte sich das Unternehmen zur Kommunikationsagentur und spielte im Markt der Inseratewerbung und Messeorganisation eine wichtige Rolle.,https://www.persoenlich.com/marktplatz/maurer-salzmann-ag-winterthur
Public Relations Agenturen,Maurer Partner Communications AG,Marktgasse 29,3011,Bern,Schweiz,+41 31 519 10 00,thomas.maurer@maurerpartner.com,maurerpartner.com,Mr.,Thomas,Maurer,,,,,,,,Maurer Partner Communications AG ist eine Inhaber geführte Kommunikationsagentur im Zentrum der Stadt Bern.,https://www.persoenlich.com/marktplatz/maurer-partner-communications-ag-bern
Verpackung,Max Bossard AG,Fabrikstrasse 7,5037,Muhen,Schweiz,+41 62 737 02 02,info@mbzag.ch,mbzag.ch,Mr.,,Collenberg,,,,,,,,Max Bosshard AG hat sic h mit seiner über mehr als  50-jähriger Geschäftstätigkeit zu einem Spezialisten für die Druck- und Verpackungsindustrie entwickelt.,https://www.persoenlich.com/marktplatz/max-bossard-ag-muhen
Druckvorstufe,maxiprint.ch AG,Sihlbruggstrasse 105a,6341,Baar,Schweiz,+41 44 440 04 00,team@maxiprint.ch,maxiprint.ch,,,,,,,,,,,Maxiprint steht für ein ausgewogenes Verhältnis aus grosser Sortimentsbreite und -tiefe und gleichzeitiger Konzentration auf die jeweiligen Bestsellerprodukte und Standard-Auflag,https://www.persoenlich.com/marktplatz/maxiprint-ch-ag-baar
Papier-/Couvert,Mayer-Kuvert Schweiz AG,Kettstrasse 40,8370,Sirnach,Schweiz,+41 71 960 12 12,info@mayer-kuvert.ch,mayer-kuvert.ch,Mr.,Hansjörg,Brunner,,,,,,,,,https://www.persoenlich.com/marktplatz/mayer-kuvert-schweiz-ag-sirnach
